"Wall Distance (m)","X (m)","Y (m)","Z (m)"
4.999996790616e-06,0.448798904757847,0.0500007343280471,0
4.99981822164615e-06,0.446396714215214,0.050001983196006,0
4.99823597501941e-06,0.443994887747695,0.0499729280466539,0
4.99001576808905e-06,0.4415965367871,0.0498520503618405,0
4.96143556393282e-06,0.439211022567753,0.0495831626118991,0
4.89134917341504e-06,0.436857425669436,0.0491161591142879,0
4.76282465079753e-06,0.434563591467966,0.048414506521562,0
4.59053474786778e-06,0.432351198369708,0.047485564521458,0
4.41077592057069e-06,0.430225224067076,0.0463709752173934,0
4.24265663402384e-06,0.428181665949152,0.0451105804185187,0
4.10267212229176e-06,0.426208478846623,0.043741577206949,0
4.00043191447759e-06,0.424288661614164,0.0422981918373414,0
3.92687005486476e-06,0.422409187381947,0.0408024300053706,0
3.88193367051265e-06,0.420556703295961,0.0392731827311534,0
3.86168953132781e-06,0.418719456038798,0.0377256157019174,0
3.85104245170779e-06,0.416892855850353,0.0361654890830932,0
3.85442998600513e-06,0.415069962134824,0.0346010159813637,0
3.88131439205681e-06,0.413238942495303,0.0330460966555677,0
3.91769848441689e-06,0.411394717948065,0.0315068566155548,0
3.95006896336088e-06,0.409538901057888,0.0299816042270143,0
3.97928367977334e-06,0.407672727607745,0.0284690392161523,0
4.00594140441255e-06,0.405797174789925,0.0269681145645655,0
4.02840286124855e-06,0.403914090131014,0.0254766433204996,0
4.04607436377504e-06,0.402025679789406,0.0239919157746109,0
4.05991382983993e-06,0.400133716176218,0.0225117166465958,0
4.07285086695791e-06,0.398238508108338,0.0210356749766736,0
4.08807577747055e-06,0.39633873127427,0.0195655223366587,0
4.10742302140142e-06,0.394432092270033,0.0181042887885348,0
4.12834295786537e-06,0.392517588854769,0.0166533722245532,0
4.1474620831971e-06,0.390595960722526,0.0152119024282952,0
4.1729036297307e-06,0.388663706574177,0.0137847495715159,0
4.21257434064563e-06,0.386713115703816,0.0123828379969651,0
4.26075809003083e-06,0.384739353073587,0.0110137764088389,0
4.31467703941125e-06,0.382738948476947,0.00968403561784733,0
4.37949381235211e-06,0.380705585571877,0.00840546001170694,0
4.45284988379396e-06,0.378634077514088,0.00718979169553545,0
4.52736402490518e-06,0.376523093298223,0.00604412917215411,0
4.60101575522631e-06,0.374372338330772,0.00497513908650666,0
4.67358568280976e-06,0.372181617846547,0.00399082320649972,0
4.74343141175507e-06,0.369951586143227,0.00309934337719086,0
4.80846177028601e-06,0.367684002491002,0.0023084532283151,0
4.86664141240079e-06,0.365381738845406,0.00162529781452855,0
4.9157757812146e-06,0.363048896519019,0.00105538489128811,0
4.95430328372198e-06,0.360690467503914,0.000603116137946522,0
4.9819435103092e-06,0.358311358989056,0.000277998025718173,0
4.99648475628045e-06,0.355917770595523,8.62674543035075e-05,0
4.99776846647802e-06,0.353517324679444,8.83381242646695e-06,0
4.99408231414151e-06,0.351115234640752,-2.21613149522497e-06,0
4.99308441897588e-06,0.348713050141613,7.57772140048352e-07,0
4.99369754884344e-06,0.346310859449085,-1.12115379049954e-07,0
4.99386147095289e-06,0.343908668558695,-8.91364531559258e-08,0
4.99409753821903e-06,0.34150647765181,6.73762101683551e-08,0
4.99435783916514e-06,0.339104286721397,-1.9151016763323e-08,0
4.99458404582858e-06,0.336702095788317,-7.17232580889839e-09,0
4.99481409000536e-06,0.334299904855218,6.73959931539533e-09,0
4.99504075269246e-06,0.331897713921966,-9.01891223891313e-10,0
4.99526011689841e-06,0.329495522988703,-1.37298757340909e-09,0
4.99547496303944e-06,0.327093332055437,5.99590430057188e-10,0
4.99568518494259e-06,0.32469114112217,2.35398672923267e-10,0
4.99589024715786e-06,0.322288950188903,-1.94955374257078e-10,0
4.99609029216954e-06,0.319886759255636,-3.86118157851381e-11,0
4.99628540767604e-06,0.317484568322368,5.71401431230909e-11,0
4.9964755469686e-06,0.315082377389101,7.93442889990963e-12,0
4.99666069244864e-06,0.312680186455834,-1.66566672599773e-11,0
4.99684085409077e-06,0.310277995522567,-2.62271052869849e-12,0
4.99701603370013e-06,0.3078758045893,4.89313601635448e-12,0
4.99718622682214e-06,0.305473613656033,1.17475158198476e-12,0
4.9973514309664e-06,0.303071422722766,-1.40181802953026e-12,0
4.9975116453401e-06,0.300669231789498,-5.45260772510342e-13,0
4.99766686882745e-06,0.298267040856231,3.6500606457188e-13,0
4.9978170998608e-06,0.295864849922964,2.40947112805546e-13,0
4.997962336985e-06,0.293462658989697,-6.81280675244717e-14,0
4.99810257893224e-06,0.29106046805643,-9.58060383220521e-14,0
4.99823782446007e-06,0.288658277123163,-2.32299903568368e-15,0
4.99836807235099e-06,0.286256086189896,3.22367234415654e-14,0
4.99849332142432e-06,0.283853895256628,9.89812518558182e-15,0
4.99861357054626e-06,0.281451704323361,-8.27536890826822e-15,0
4.99872881863978e-06,0.279049513390094,-5.98721829941555e-15,0
4.99883906467052e-06,0.276647322456827,8.45568866566489e-16,0
4.99894430764368e-06,0.27424513152356,2.42363141262425e-15,0
4.99904454659836e-06,0.271842940590293,5.83779912431982e-16,0
4.99913978064055e-06,0.269440749657025,-6.62922803824705e-16,0
4.99923000891123e-06,0.267038558723758,-4.56440075770105e-16,0
4.99931523059278e-06,0.264636367790491,5.59105698818517e-17,0
4.99939544492263e-06,0.262234176857224,1.89391449014832e-16,0
4.99947065118009e-06,0.259831985923957,5.80459141543226e-17,0
4.99954084867823e-06,0.25742979499069,-4.57265616082174e-17,0
4.99960603678528e-06,0.255027604057423,-4.00668647875401e-17,0
4.99966621492388e-06,0.252625413124155,-8.80148330885938e-19,0
4.99972138253775e-06,0.250223222190888,1.45512269608919e-17,0
4.99977153912959e-06,0.247821031257621,6.65052477769391e-18,0
4.99981668425275e-06,0.245418840324354,-2.44037893144454e-18,0
4.99985681749867e-06,0.243016649391087,-3.52715107930427e-18,0
4.999891938505e-06,0.24061445845782,-7.17917228656888e-19,0
4.99992204695563e-06,0.238212267524552,9.99078463225913e-19,0
4.99994714257635e-06,0.235810076591285,7.0594996071168e-19,0
4.99996722514424e-06,0.233407885658018,-4.2325581984078e-20,0
4.99998229429577e-06,0.231005694724751,-2.80031336582036e-19,0
4.99999234980145e-06,0.228603503791484,-1.09360560468304e-19,0
4.99999739175573e-06,0.226201312858217,5.46658924400101e-20,0
4.99999744119825e-06,0.22379912192495,6.3646848746181e-20,0
4.99999245613218e-06,0.221396930991682,8.97503390544158e-21,0
4.99998243660419e-06,0.218994740058415,-1.94301683939132e-20,0
4.99996742470351e-06,0.216592549125148,-1.13943863514413e-20,0
4.99994739956881e-06,0.214190358191881,2.04217959245758e-21,0
4.99992236137694e-06,0.211788167258614,4.87555217120875e-21,0
4.99989231035159e-06,0.209385976325347,1.31506543888766e-21,0
4.99985724676212e-06,0.20698378539208,-1.08160473386326e-21,0
4.99981717093337e-06,0.204581594458812,-7.47635763656594e-22,0
4.99977208322745e-06,0.202179403525545,-1.57576039351656e-22,0
4.99972198404046e-06,0.199777212592278,-3.83602009229548e-22,0
4.99966687382775e-06,0.197375021659011,-4.47309118287494e-23,0
4.99960675309066e-06,0.194972830725744,1.80214047242616e-21,0
4.99954162237251e-06,0.192570639792477,2.25280075214862e-21,0
4.99947148226366e-06,0.190168448859209,-3.28943414770174e-21,0
4.99939633338754e-06,0.187766257925942,-9.51976953530333e-21,0
4.99931617642284e-06,0.185364066992675,1.50671455001979e-21,0
4.999231012094e-06,0.182961876059408,2.87806051965775e-20,0
4.99914084117229e-06,0.180559685126141,1.86219913965996e-20,0
4.99904566447096e-06,0.178157494192874,-7.26862460529488e-20,0
4.99894548284554e-06,0.175755303259607,-1.05848990716282e-19,0
4.99884029720201e-06,0.173353112326339,1.63211556787886e-19,0
4.99873010847992e-06,0.170950921393072,4.15016092562268e-19,0
4.99861491767817e-06,0.168548730459805,-3.2907420489197e-19,0
4.99849472584139e-06,0.166146539526538,-1.43933291904516e-18,0
4.9983695340446e-06,0.163744348593271,6.44527938558908e-19,0
4.99823934341258e-06,0.161342157660004,4.8596812268071e-18,0
4.99810415512528e-06,0.158939966726737,-1.6325112729021e-18,0
4.99796397040047e-06,0.156537775793469,-1.66052411499099e-17,0
4.99781879049405e-06,0.154135584860202,7.83617683652552e-18,0
4.99766861672036e-06,0.151733393926935,5.7748597502455e-17,0
4.99751345043247e-06,0.149331202993668,-5.16856908064937e-17,0
4.99735329302065e-06,0.146929012060401,-1.91438581332526e-16,0
4.99718814592596e-06,0.144526821127134,3.29038562686383e-16,0
4.99701801063595e-06,0.142124630193867,4.4742595662016e-16,0
4.9968428886851e-06,0.139722439260599,-1.79840757511295e-15,0
4.99666278164441e-06,0.137320248327332,8.62099535008511e-16,0
4.99647769113389e-06,0.134918057394065,6.80933269365896e-15,0
4.99628761882249e-06,0.132515866460798,-1.64744787524834e-14,0
4.9960925664172e-06,0.130113675527531,7.71036623333876e-15,0
4.99589253563908e-06,0.127711484594264,6.50492663295038e-14,0
4.99568752840697e-06,0.125309293660996,-2.19283255603774e-13,0
4.99547754628754e-06,0.122907102727729,4.53460651233776e-13,0
4.99526259154711e-06,0.120504911794462,-5.3449657870777e-13,0
4.99504266622408e-06,0.118102720861195,-3.85534351213975e-13,0
4.99481776950612e-06,0.115700529927928,4.21088594348236e-12,0
4.99458791519962e-06,0.113298338994661,-1.65150781606669e-11,0
4.99435307441235e-06,0.110896148061394,4.95355725876375e-11,0
4.99411322286927e-06,0.108493957128126,-6.4938307665741e-11,0
4.99386949992783e-06,0.10609176619486,-7.92934937074294e-10,0
4.99361412225968e-06,0.103689575261654,9.46134920556725e-09,0
4.99334552027675e-06,0.101287384330161,-4.37139613939011e-08,0
4.99382943047347e-06,0.0988851935501701,-1.89502721398458e-07,0
4.99718521297233e-06,0.0964830376748475,7.76160248112583e-06,0
4.99617553075165e-06,0.0940826771957456,8.12501922175334e-05,0
4.98197234367896e-06,0.091689530514361,0.00027839375603745,0
4.95473620069708e-06,0.0893104642840309,0.000604668816041836,0
4.91591622439118e-06,0.0869517139976576,0.00105507401827417,0
4.86609099960387e-06,0.084618772245823,0.00162455438846104,0
4.80800640560235e-06,0.0823168228636597,0.00230865711048232,0
4.74348090935615e-06,0.0800494974472725,0.00310037872804327,0
4.67325405463777e-06,0.0778194203584555,0.00399172026136272,0
4.60076246649413e-06,0.0756288658188004,0.00497639406671457,0
4.52730210648671e-06,0.0734782306590275,0.00604563562222157,0
4.45315795363932e-06,0.0713672588099915,0.00719131810720073,0
4.38118036752274e-06,0.0692955647130447,0.00840668158341554,0
4.31607651294091e-06,0.0672612870748078,0.00968382518846408,0
4.25918998774231e-06,0.0652601291884006,0.0110124064068649,0
4.2103726678814e-06,0.063287177326297,0.0123826109682679,0
4.1735305893585e-06,0.0613377178994556,0.0137861084448168,0
4.14778573761663e-06,0.0594051115290773,0.0152127965468536,0
4.12716114032459e-06,0.0574832867071753,0.0166539960253689,0
4.10873772002198e-06,0.0555693661174886,0.0181056832982855,0
4.09154242066663e-06,0.0536620238522303,0.0195660053852441,0
4.07395452954702e-06,0.0517604520627165,0.0210338360152725,0
4.0584317216695e-06,0.0498646740357426,0.022509139703587,0
4.04440241800258e-06,0.0479734626318823,0.0239902997769001,0
4.02751056447551e-06,0.0460858890520414,0.0254760906587497,0
4.00646025481367e-06,0.0442032354665977,0.0269681085012392,0
3.98067781986371e-06,0.0423273955079359,0.0284686758681128,0
3.95090891587828e-06,0.0404605004011668,0.0299803516704061,0
3.9164697478435e-06,0.0386042510715373,0.0315050731749566,0
3.88072503587195e-06,0.0367606310004385,0.0330450315165149,0
3.85537910732807e-06,0.0349298970860884,0.0346002958245994,0
3.84721972278491e-06,0.0331065270563417,0.0361642136077971,0
3.85595807307644e-06,0.031281787742934,0.0377265292026569,0
3.88397038549522e-06,0.0294473048944999,0.0392773587424804,0
3.93123653615679e-06,0.0275937704263955,0.0408052891726629,0
4.00145964233465e-06,0.0257121333484741,0.042298367739316,0
4.10318509408932e-06,0.023791799462342,0.0437410760249446,0
4.2410989412537e-06,0.0218183503562384,0.0451096992855882,0
4.40883743965939e-06,0.0197755292972279,0.0463714067302926,0
4.59084423389781e-06,0.0176504673554573,0.0474875983596136,0
4.76491926125485e-06,0.0154379092976223,0.048416087407684,0
4.89329705025805e-06,0.0131430933116262,0.049114031690275,0
4.96152224591304e-06,0.0107885934376191,0.0495770499171937,0
4.98951500008634e-06,0.00840303760692928,0.0498461424854081,0
4.99787041351585e-06,0.00600491598074999,0.0499736508955996,0
4.99977093602744e-06,0.00360324389435871,0.050011340738992,0
4.99994731812292e-06,0.00120107552706053,0.0500069199639268,0
